,phi,dphi,delta,rhoChi,kh,t,N,a,E,B,G,kS,H,sigmaE,sigmaB,s,xi,xieff
4992,0.6946427148919093,-0.10546625762641719,1.0,30526.741900264173,1.023800939677782e+27,117.89060743603325,61.22280750883903,3.879068668745005e+26,1064.4441363170306,8446.06023893112,-2985.506260392111,1.023800939677782e+27,0.062137155759471076,6.461625879879197,0.0,0.0,-21.21642363923734,-21.21642363923734
4993,0.6946427140199379,-0.10546625760509061,1.0,30526.74189439951,1.0238009403038002e+27,117.89060744430103,61.22280750935277,3.8790686707378245e+26,1064.4441343203139,8446.060237821826,-2985.5062573957857,1.0238009403038002e+27,0.06213715571320639,6.46162588425366,0.0,0.0,-21.216423650743966,-21.216423650743966
4994,0.6946427132103856,-0.10546625758529067,1.0,30526.741888954664,1.023800940528016e+27,117.89060745197696,61.22280750982973,3.879068672587981e+26,1064.4441324658226,8446.060236789266,-2985.5062546137115,1.023800940528016e+27,0.062137155670253505,6.4616258883139395,0.0,0.0,-21.216423661426905,-21.216423661426905
4995,0.694642712417636,-0.1054662575659017,1.0,30526.741883622828,1.0238009407475764e+27,117.89060745949358,61.22280751029679,3.8790686743997425e+26,1064.4441306498222,8446.060235778137,-2985.5062518893806,1.0238009407475764e+27,0.06213715562819212,6.461625892289948,0.0,0.0,-21.216423671888116,-21.216423671888116
4996,0.6946427113504069,-0.10546625753979952,1.0,30526.74187644491,1.0238009410950959e+27,117.89060746961273,61.22280751092556,3.879068676838798e+26,1064.4441282051578,8446.060234417308,-2985.506248221819,1.0238009410950959e+27,0.062137155571567536,6.461625897642754,0.0,0.0,-21.216423685971378,-21.216423685971378
4997,0.6946427103818161,-0.10546625751610983,1.0,30526.741869930407,1.0238009414165506e+27,117.89060747879662,61.22280751149622,3.879068679052421e+26,1064.4441259864527,8446.060233182297,-2985.506244893235,1.0238009414165506e+27,0.06213715552017645,6.461625902500845,0.0,0.0,-21.216423698753005,-21.216423698753005
4998,0.6946427093906914,-0.10546625749186901,1.0,30526.74186326435,1.0238009417392857e+27,117.89060748819418,61.22280751208016,3.879068681317557e+26,1064.444123716118,8446.060231918509,-2985.506241487208,1.0238009417392857e+27,0.06213715546758977,6.461625907471935,0.0,0.0,-21.216423711831993,-21.216423711831993
4999,0.6946427084899932,-0.10546625746983984,1.0,30526.741857206478,1.0238009420325734e+27,117.89060749673433,61.22280751261082,3.8790686833760304e+26,1064.4441216529199,8446.060230770023,-2985.5062383919344,1.0238009420325734e+27,0.0621371554198009,6.461625911989488,0.0,0.0,-21.216423723717707,-21.216423723717707
5000,0.6946427076617843,-0.1054662574495836,1.0,30526.74185163615,1.0238009426271728e+27,117.89060750458717,61.22280751309877,3.879068685268826e+26,1064.4441197564142,8446.0602297164,-2985.5062355459886,1.0238009426271728e+27,0.06213715537585816,6.461625916144398,0.0,0.0,-21.216423734646835,-21.216423734646835
5001,0.6946427068905644,-0.10546625743072119,1.0,30526.741846449117,1.023800942840768e+27,117.89060751189965,61.22280751355315,3.879068687031389e+26,1064.4441179897335,8446.060228732733,-2985.506232895646,1.023800942840768e+27,0.0621371553349391,6.4616259200124295,0.0,0.0,-21.21642374482393,-21.21642374482393
5002,0.6946427061335468,-0.10546625741220614,1.0,30526.741841357605,1.0238009430504276e+27,117.89060751907746,61.22280751399916,3.879068688761483e+26,1064.4441162555868,8446.060227767179,-2985.5062302941105,1.0238009430504276e+27,0.06213715529477357,6.461625923809223,0.0,0.0,-21.21642375481362,-21.21642375481362
5003,0.6946427051105718,-0.10546625738718633,1.0,30526.74183447733,1.0238009433835362e+27,117.89060752877701,61.22280751460186,3.8790686910994124e+26,1064.4441139122937,8446.060226462778,-2985.5062267786293,1.0238009433835362e+27,0.06213715524049699,6.461625928940066,0.0,0.0,-21.216423768312907,-21.216423768312907
5004,0.6946427041808545,-0.10546625736444741,1.0,30526.74182822428,1.0238009436920931e+27,117.89060753759232,61.22280751514962,3.879068693224201e+26,1064.4441117826343,8446.060225277333,-2985.5062235836344,1.0238009436920931e+27,0.06213715519116845,6.461625933603179,0.0,0.0,-21.21642378058155,-21.21642378058155
5005,0.6946427029343311,-0.10546625733396008,1.0,30526.741819840474,1.0238009441057892e+27,117.89060754941148,61.22280751588403,3.879068696073027e+26,1064.444108927282,8446.060223687942,-2985.5062192999285,1.0238009441057892e+27,0.062137155125030936,6.461625939855276,0.0,0.0,-21.216423797030803,-21.216423797030803
5006,0.694642701978781,-0.10546625731058934,1.0,30526.741813413682,1.0238009444169433e+27,117.89060755847173,61.222807516447006,3.8790686982568544e+26,1064.4441067384369,8446.060222469514,-2985.506216016155,1.0238009444169433e+27,0.06213715507433176,6.461625944647942,0.0,0.0,-21.216423809640347,-21.216423809640347
5007,0.6946427011173909,-0.10546625728952155,1.0,30526.741807620187,1.0238009450353668e+27,117.89060756663918,61.22280751695451,3.879068700225502e+26,1064.4441047659502,8446.06022137368,-2985.5062130561896,1.0238009450353668e+27,0.06213715502862849,6.461625948969318,0.0,0.0,-21.21642382100734,-21.21642382100734
5008,0.6946427003259542,-0.10546625727016468,1.0,30526.74180229718,1.0238009452545632e+27,117.89060757414335,61.2228075174208,3.8790687020342596e+26,1064.4441029529576,8446.060220364227,-2985.5062103363703,1.0238009452545632e+27,0.06213715498663678,6.46162595293874,0.0,0.0,-21.216423831451216,-21.216423831451216
5009,0.6946426995573797,-0.10546625725136696,1.0,30526.74179712794,1.0238009454626224e+27,117.89060758143074,61.22280751787361,3.879068703790758e+26,1064.444101192327,8446.060219383897,-2985.5062076951153,1.0238009454626224e+27,0.062137154945858065,6.4616259567934895,0.0,0.0,-21.21642384159341,-21.21642384159341
5010,0.6946426988209432,-0.10546625723335529,1.0,30526.74179217485,1.0238009457024278e+27,117.89060758841342,61.2228075183075,3.8790687054738316e+26,1064.4440995053976,8446.060218444862,-2985.5062051643317,1.0238009457024278e+27,0.06213715490678453,6.461625960487165,0.0,0.0,-21.216423851311507,-21.216423851311507
5011,0.6946426981114021,-0.1054662572160014,1.0,30526.74178740265,1.023800945937912e+27,117.89060759514108,61.22280751872554,3.87906870709544e+26,1064.4440978800853,8446.060217540155,-2985.5062027259773,1.023800945937912e+27,0.062137154869138,6.461625964045959,0.0,0.0,-21.216423860674684,-21.216423860674684
5012,0.6946426971127057,-0.1054662571915754,1.0,30526.741780685665,1.023800946269362e+27,117.89060760461042,61.22280751931394,3.879068709377886e+26,1064.4440955924185,8446.060216266756,-2985.506199293934,1.023800946269362e+27,0.062137154816149585,6.461625969055046,0.0,0.0,-21.216423873853586,-21.216423873853586
5013,0.6946426962474083,-0.10546625717041205,1.0,30526.741774865888,1.023800946551127e+27,117.89060761281492,61.222807519823746,3.8790687113554636e+26,1064.4440936103122,8446.06021516341,-2985.5061963203166,1.023800946551127e+27,0.062137154770239005,6.461625973395041,0.0,0.0,-21.216423885272143,-21.216423885272143
5014,0.6946426954537969,-0.105466257151002,1.0,30526.741769528253,1.0238009468095478e+27,117.89060762033971,61.22280752029131,3.879068713169182e+26,1064.4440917924142,8446.060214151472,-2985.50619359305,1.0238009468095478e+27,0.0621371547281319,6.461625977375484,0.0,0.0,-21.216423895744725,-21.216423895744725
5015,0.6946426948079069,-0.10546625713520488,1.0,30526.741765184157,1.0238009471987505e+27,117.89060762646385,61.22280752067185,3.8790687146453164e+26,1064.4440903132509,8446.060213329232,-2985.5061913735503,1.0238009471987505e+27,0.062137154693862544,6.461625980615532,0.0,0.0,-21.216423904267955,-21.216423904267955
5016,0.6946426941620168,-0.10546625711940777,1.0,30526.74176084006,1.023800947409072e+27,117.89060763258799,61.22280752105239,3.8790687161214506e+26,1064.444088833733,8446.060212505654,-2985.5061891539317,1.023800947409072e+27,0.062137154659593186,6.461625983855066,0.0,0.0,-21.216423912791186,-21.216423912791186
5017,0.6946426935272522,-0.10546625710388276,1.0,30526.74175657079,1.0238009476197427e+27,117.89060763860664,61.22280752142637,3.879068717572144e+26,1064.4440873797075,8446.060211696291,-2985.506186972548,1.0238009476197427e+27,0.062137154625914105,6.461625987038807,0.0,0.0,-21.216423921167607,-21.216423921167607
5018,0.6946426926190437,-0.10546625708166989,1.0,30526.741750462406,1.0238009479211634e+27,117.890607647218,61.22280752196146,3.879068719647789e+26,1064.4440852993173,8446.060210538271,-2985.506183851469,1.0238009479211634e+27,0.06213715457772676,6.461625991594044,0.0,0.0,-21.21642393315242,-21.21642393315242
5019,0.694642691712253,-0.1054662570594917,1.0,30526.741744363557,1.0238009482164371e+27,117.89060765581593,61.22280752249571,3.879068721720182e+26,1064.4440832221635,8446.060209382016,-2985.506180735258,1.0238009482164371e+27,0.06213715452961464,6.46162599614215,0.0,0.0,-21.216423945118528,-21.216423945118528
5020,0.6946426908924972,-0.1054662570394422,1.0,30526.741738850083,1.0238009484833693e+27,117.89060766358861,61.22280752297868,3.879068723593656e+26,1064.4440813443773,8446.060208336741,-2985.506177918145,1.0238009484833693e+27,0.06213715448612038,6.461626000253726,0.0,0.0,-21.21642395593611,-21.21642395593611
5021,0.6946426901420157,-0.105466257021087,1.0,30526.74173380253,1.0238009490221656e+27,117.89060767070445,61.22280752342083,3.879068725308811e+26,1064.444079625859,8446.060207382003,-2985.5061753392915,1.0238009490221656e+27,0.062137154446301655,6.461626004018699,0.0,0.0,-21.216423965839542,-21.216423965839542
5022,0.6946426894452531,-0.10546625700404566,1.0,30526.74172911628,1.0238009492151374e+27,117.89060767731095,61.22280752383134,3.879068726901204e+26,1064.444078029742,8446.060206493303,-2985.5061729448253,1.0238009492151374e+27,0.06213715440933312,6.461626007513289,0.0,0.0,-21.216423975034093,-21.216423975034093
5023,0.694642688762949,-0.10546625698735794,1.0,30526.74172452727,1.0238009494041083e+27,117.89060768378036,61.22280752423333,3.879068728460549e+26,1064.444076466746,8446.060205623044,-2985.506170600047,1.0238009494041083e+27,0.06213715437313171,6.461626010935363,0.0,0.0,-21.216423984037853,-21.216423984037853
5024,0.6946426878444005,-0.10546625696489219,1.0,30526.74171834934,1.0238009497032156e+27,117.89060769248977,61.22280752477451,3.879068730559815e+26,1064.4440743626592,8446.060204451796,-2985.5061674434305,1.0238009497032156e+27,0.06213715432439576,6.461626015542444,0.0,0.0,-21.216423996159115,-21.216423996159115
5025,0.6946426870107466,-0.10546625694450278,1.0,30526.74171274239,1.0238009499798883e+27,117.89060770039423,61.22280752526567,3.8790687324650684e+26,1064.4440724530477,8446.060203388839,-2985.50616457856,1.0238009499798883e+27,0.06213715428016409,6.461626019723739,0.0,0.0,-21.216424007160104,-21.216424007160104
5026,0.6946426858943175,-0.10546625691719727,1.0,30526.741705233566,1.02380095035041e+27,117.89060771097988,61.222807525923436,3.8790687350165786e+26,1064.4440698956967,8446.060201965325,-2985.506160741926,1.02380095035041e+27,0.062137154220929074,6.4616260253233335,0.0,0.0,-21.216424021892617,-21.216424021892617
5027,0.6946426850410163,-0.10546625689632733,1.0,30526.741699494472,1.0238009506282684e+27,117.89060771907063,61.22280752642617,3.8790687369667315e+26,1064.4440679410693,8446.060200877275,-2985.5061578095333,1.0238009506282684e+27,0.06213715417565498,6.461626029603156,0.0,0.0,-21.21642403315287,-21.21642403315287
5028,0.6946426842721196,-0.10546625687752173,1.0,30526.741694323064,1.0238009511802899e+27,117.89060772636108,61.22280752687918,3.879068738723975e+26,1064.444066180382,8446.060199899108,-2985.5061551674,1.0238009511802899e+27,0.062137154134859186,6.461626033460515,0.0,0.0,-21.21642404329931,-21.21642404329931
5029,0.6946426835658622,-0.10546625686024817,1.0,30526.74168957295,1.023800951375895e+27,117.8906077330576,61.22280752729528,3.8790687403380595e+26,1064.4440645625148,8446.060198998297,-2985.5061527403045,1.023800951375895e+27,0.06213715409738688,6.4616260370027225,0.0,0.0,-21.21642405261916,-21.21642405261916
5030,0.694642682880159,-0.10546625684347732,1.0,30526.74168496108,1.0238009515615196e+27,117.89060773955924,61.222807527699274,3.879068741905177e+26,1064.4440629917237,8446.06019812367,-2985.5061503838415,1.0238009515615196e+27,0.06213715406100513,6.461626040441836,0.0,0.0,-21.216424061667773,-21.216424061667773
5031,0.6946426822232544,-0.10546625682741083,1.0,30526.741680542906,1.0238009517754275e+27,117.89060774578782,61.2228075280863,3.8790687434064756e+26,1064.4440614869757,8446.060197286048,-2985.5061481263715,1.0238009517754275e+27,0.062137154026151366,6.4616260437366115,0.0,0.0,-21.216424070336352,-21.216424070336352
5032,0.6946426815904441,-0.10546625681193363,1.0,30526.74167628678,1.0238009519854435e+27,117.89060775178794,61.22280752845913,3.8790687448527045e+26,1064.444060037427,8446.060196479177,-2985.506145951704,1.0238009519854435e+27,0.06213715399257598,6.461626046910552,0.0,0.0,-21.216424078686988,-21.216424078686988
5033,0.69464268069987,-0.10546625679015206,1.0,30526.741670297,1.0238009522810082e+27,117.8906077602321,61.22280752898382,3.8790687468880256e+26,1064.4440579974314,8446.060195343642,-2985.5061428912263,1.0238009522810082e+27,0.06213715394532428,6.461626051377335,0.0,0.0,-21.216424090439094,-21.216424090439094
5034,0.6946426799285152,-0.10546625677128635,1.0,30526.74166510906,1.0238009525321837e+27,117.89060776754586,61.22280752943828,3.879068748650892e+26,1064.444056230516,8446.060194360083,-2985.506140240445,1.0238009525321837e+27,0.06213715390439806,6.461626055246153,0.0,0.0,-21.216424100617978,-21.216424100617978
5035,0.6946426792210979,-0.10546625675398441,1.0,30526.741660351145,1.0238009527625393e+27,117.89060777425338,61.22280752985506,3.879068750267622e+26,1064.4440546100598,8446.06019345805,-2985.506137809386,1.0238009527625393e+27,0.062137153866864206,6.461626058794281,0.0,0.0,-21.21642410995313,-21.21642410995313
5036,0.6946426786453981,-0.10546625673990401,1.0,30526.74165647913,1.0238009531094478e+27,117.890607779712,61.222807530194245,3.879068751583342e+26,1064.44405329164,8446.060192725165,-2985.506135831084,1.0238009531094478e+27,0.06213715383631897,6.461626061682226,0.0,0.0,-21.216424117550122,-21.216424117550122
5037,0.6946426780696983,-0.1054662567258236,1.0,30526.741652607117,1.0238009532969127e+27,117.89060778517062,61.22280753053343,3.879068752899063e+26,1064.4440519729046,8446.060191991086,-2985.506133852676,1.0238009532969127e+27,0.06213715380577373,6.461626064569711,0.0,0.0,-21.21642412514712,-21.21642412514712
5038,0.6946426775039277,-0.10546625671198605,1.0,30526.741648801886,1.0238009534846833e+27,117.89060779053509,61.22280753086676,3.8790687541920724e+26,1064.4440506769208,8446.060191269695,-2985.506131908393,1.0238009534846833e+27,0.06213715377575532,6.461626067407406,0.0,0.0,-21.21642413261309,-21.21642413261309
5039,0.6946426766944519,-0.10546625669218798,1.0,30526.741643357553,1.0238009537533321e+27,117.8906077982103,61.222807531343676,3.879068756042063e+26,1064.4440488226928,8446.060190237566,-2985.5061291266106,1.0238009537533321e+27,0.06213715373280649,6.461626071467435,0.0,0.0,-21.21642414329502,-21.21642414329502
5040,0.6946426758862725,-0.10546625667242161,1.0,30526.74163792194,1.023800954016496e+27,117.89060780587322,61.222807531819825,3.879068757889078e+26,1064.4440469714245,8446.060189207052,-2985.5061263492803,1.023800954016496e+27,0.06213715368992645,6.461626075520946,0.0,0.0,-21.216424153959835,-21.216424153959835
5041,0.6946426751556692,-0.1054662566545526,1.0,30526.74163300808,1.0238009542544028e+27,117.89060781280058,61.22280753225027,3.8790687595588106e+26,1064.4440452978572,8446.060188275454,-2985.5061238385424,1.0238009542544028e+27,0.06213715365116241,6.461626079185367,0.0,0.0,-21.216424163600955,-21.216424163600955
5042,0.694642674486812,-0.10546625663819377,1.0,30526.741628509513,1.0238009547345953e+27,117.89060781914249,61.22280753264434,3.879068761087423e+26,1064.4440437662495,8446.060187424555,-2985.5061215401715,1.0238009547345953e+27,0.06213715361567446,6.461626082540852,0.0,0.0,-21.216424172427267,-21.216424172427267
5043,0.6946426738658344,-0.10546625662300597,1.0,30526.74162433297,1.02380095490658e+27,117.89060782503041,61.2228075330102,3.8790687625066136e+26,1064.444042343738,8446.060186632516,-2985.5061194061454,1.02380095490658e+27,0.06213715358272691,6.461626085655346,0.0,0.0,-21.21642418062175,-21.21642418062175
5044,0.6946426732577462,-0.10546625660813343,1.0,30526.74162024312,1.023800955074993e+27,117.89060783079613,61.22280753336846,3.879068763896339e+26,1064.4440409507529,8446.060185856917,-2985.5061173164145,1.023800955074993e+27,0.06213715355046322,6.461626088705193,0.0,0.0,-21.21642418864615,-21.21642418864615
5045,0.6946426724391144,-0.10546625658811142,1.0,30526.741614737206,1.0238009553415614e+27,117.89060783855815,61.22280753385077,3.8790687657672504e+26,1064.4440390755417,8446.060184813074,-2985.506114503164,1.0238009553415614e+27,0.06213715350702859,6.461626092811129,0.0,0.0,-21.216424199448902,-21.216424199448902
5046,0.6946426716961448,-0.10546625656993995,1.0,30526.741609740177,1.0238009555881392e+27,117.89060784560277,61.2228075342885,3.8790687674652345e+26,1064.4440373736563,8446.060183865744,-2985.5061119499323,1.0238009555881392e+27,0.06213715346760843,6.461626096537588,0.0,0.0,-21.21642420925321,-21.21642420925321
5047,0.6946426709358899,-0.10546625655134573,1.0,30526.74160462689,1.0238009558356992e+27,117.89060785281129,61.22280753473642,3.879068769202743e+26,1064.444035632167,8446.060182896339,-2985.506109337296,1.0238009558356992e+27,0.06213715342727115,6.461626100350728,0.0,0.0,-21.216424219285614,-21.216424219285614
5048,0.6946426702449979,-0.10546625653444797,1.0,30526.741599980123,1.0238009560606718e+27,117.89060785936212,61.22280753514347,3.879068770781713e+26,1064.4440340495648,8446.060182015379,-2985.506106963027,1.0238009560606718e+27,0.0621371533906141,6.461626103815972,0.0,0.0,-21.216424228402694,-21.216424228402694
5049,0.6946426696097101,-0.10546625651891017,1.0,30526.741595707335,1.0238009565167638e+27,117.89060786538573,61.22280753551776,3.879068772233619e+26,1064.4440325948271,8446.060181207185,-2985.506104780009,1.0238009565167638e+27,0.06213715335690726,6.461626107003049,0.0,0.0,-21.216424236786022,-21.216424236786022
5050,0.6946426690181368,-0.10546625650444154,1.0,30526.741591728558,1.0238009566806083e+27,117.89060787099486,61.222807535866295,3.8790687735856124e+26,1064.444031239674,8446.06018045265,-2985.5061027470324,1.0238009566806083e+27,0.06213715332551982,6.461626109970068,0.0,0.0,-21.216424244592485,-21.216424244592485
5051,0.694642668437458,-0.10546625649023936,1.0,30526.741587823057,1.023800956841434e+27,117.89060787650068,61.222807536208414,3.879068774912716e+26,1064.4440299094774,8446.060179712013,-2985.5061007514955,1.023800956841434e+27,0.0621371532947104,6.461626112882444,0.0,0.0,-21.216424252255184,-21.216424252255184
5052,0.6946426676527718,-0.10546625647104758,1.0,30526.741582545452,1.023800957096945e+27,117.89060788394085,61.22280753667072,3.879068776706039e+26,1064.4440281120242,8446.060178711454,-2985.5060980549,1.023800957096945e+27,0.06213715325307686,6.461626116818121,0.0,0.0,-21.216424262609983,-21.216424262609983
5053,0.6946426669396202,-0.1054662564536054,1.0,30526.74157774897,1.0238009573336296e+27,117.89060789070274,61.22280753709089,3.879068778335889e+26,1064.4440264784414,8446.060177802143,-2985.5060956041384,1.0238009573336296e+27,0.06213715321523875,6.461626120395024,0.0,0.0,-21.21642427202081,-21.21642427202081
5054,0.6946426659834587,-0.1054662564302197,1.0,30526.741571318064,1.0238009576509596e+27,117.89060789976878,61.22280753765423,3.879068780521122e+26,1064.4440242882076,8446.06017658298,-2985.5060923182677,1.0238009576509596e+27,0.062137153164507145,6.461626125190773,0.0,0.0,-21.216424284638418,-21.216424284638418
5055,0.6946426652504933,-0.10546625641229292,1.0,30526.74156638832,1.0238009578896302e+27,117.89060790671854,61.222807538086066,3.879068782196257e+26,1064.4440226092295,8446.06017564837,-2985.5060897994126,1.0238009578896302e+27,0.062137153125617774,6.46162612886704,0.0,0.0,-21.21642429431071,-21.21642429431071
5056,0.6946426645897535,-0.10546625639613261,1.0,30526.741561944345,1.023800958363996e+27,117.89060791298348,61.22280753847535,3.87906878370632e+26,1064.4440210962096,8446.060174807797,-2985.506087528935,1.023800958363996e+27,0.062137153090560525,6.461626132181802,0.0,0.0,-21.216424303029896,-21.216424303029896
5057,0.6946426639826725,-0.10546625638128469,1.0,30526.741557861267,1.0238009585321325e+27,117.89060791873965,61.222807538833024,3.879068785093759e+26,1064.444019705532,8446.060174033482,-2985.506085442665,1.0238009585321325e+27,0.062137153058350277,6.461626135226596,0.0,0.0,-21.216424311041006,-21.216424311041006
5058,0.6946426633931271,-0.10546625636686566,1.0,30526.74155389613,1.0238009586917213e+27,117.89060792432954,61.222807539180366,3.879068786441121e+26,1064.4440183550166,8446.060173281507,-2985.5060834166547,1.0238009586917213e+27,0.06213715302707043,6.461626138183433,0.0,0.0,-21.216424318820707,-21.216424318820707
5059,0.6946426628282333,-0.10546625635304954,1.0,30526.741550096795,1.0238009588756655e+27,117.8906079296857,61.222807539513184,3.8790687877321454e+26,1064.4440170610342,8446.060172561207,-2985.506081475382,1.0238009588756655e+27,0.06213715299709852,6.461626141016718,0.0,0.0,-21.216424326275106,-21.216424326275106
5060,0.69464266228397,-0.10546625633973801,1.0,30526.741546436213,1.0238009590562996e+27,117.89060793484624,61.222807539833845,3.879068788976011e+26,1064.4440158143161,8446.060171867239,-2985.506079605009,1.0238009590562996e+27,0.06213715296822123,6.46162614374654,0.0,0.0,-21.21642433345726,-21.21642433345726
5061,0.6946426615179059,-0.10546625632100169,1.0,30526.741541283856,1.0238009593105449e+27,117.89060794210984,61.22280754028518,3.8790687907267774e+26,1064.4440140595295,8446.060170890461,-2985.5060769724123,1.0238009593105449e+27,0.06213715292757573,6.461626147588831,0.0,0.0,-21.21642434356632,-21.21642434356632
5062,0.694642660854167,-0.10546625630476804,1.0,30526.741536819714,1.0238009595266789e+27,117.89060794840321,61.222807540676236,3.879068792243704e+26,1064.444012539126,8446.060170044124,-2985.506074691456,1.0238009595266789e+27,0.06213715289235935,6.461626150917887,0.0,0.0,-21.216424352325095,-21.216424352325095
5063,0.6946426602454164,-0.10546625628987928,1.0,30526.74153272541,1.0238009597249029e+27,117.89060795417521,61.22280754103489,3.879068793634946e+26,1064.4440111446822,8446.060169267903,-2985.506072599468,1.0238009597249029e+27,0.06213715286006052,6.461626153971143,0.0,0.0,-21.216424360358232,-21.216424360358232
5064,0.694642659749977,-0.10546625627776188,1.0,30526.741529393206,1.0238009600234502e+27,117.89060795887282,61.22280754132679,3.8790687947672386e+26,1064.4440100100683,8446.060168637192,-2985.506070896968,1.0238009600234502e+27,0.0621371528337737,6.46162615645647,0.0,0.0,-21.216424366896103,-21.216424366896103
5065,0.6946426592545375,-0.10546625626564447,1.0,30526.741526061003,1.0238009601847777e+27,117.89060796357043,61.222807541618685,3.879068795899531e+26,1064.4440088751824,8446.060168005453,-2985.5060691943772,1.0238009601847777e+27,0.062137152807486884,6.461626158941401,0.0,0.0,-21.216424373433973,-21.216424373433973
5066,0.694642658767632,-0.10546625625373579,1.0,30526.741522786197,1.0238009603463745e+27,117.89060796818713,61.22280754190555,3.8790687970123094e+26,1064.444007759851,8446.06016738462,-2985.5060675211153,1.0238009603463745e+27,0.062137152781652855,6.4616261613835375,0.0,0.0,-21.21642437985923,-21.21642437985923
5067,0.6946426580709772,-0.10546625623669709,1.0,30526.74151810067,1.0238009605775813e+27,117.8906079747926,61.222807542316,3.879068798604454e+26,1064.444006164057,8446.060166496343,-2985.5060651270455,1.0238009605775813e+27,0.06213715274469005,6.461626164877696,0.0,0.0,-21.216424389052357,-21.216424389052357
5068,0.6946426573754106,-0.105466256219685,1.0,30526.74151342246,1.0238009608040741e+27,117.89060798138776,61.2228075427258,3.8790688001941174e+26,1064.444004570747,8446.060165609422,-2985.506062736712,1.0238009608040741e+27,0.06213715270778496,6.461626168366387,0.0,0.0,-21.216424398231133,-21.216424398231133
5069,0.694642656746605,-0.10546625620430575,1.0,30526.74150919327,1.0238009610088308e+27,117.89060798734991,61.22280754309627,3.8790688016311956e+26,1064.444003130364,8446.060164807628,-2985.5060605758044,1.0238009610088308e+27,0.06213715267442206,6.461626171520227,0.0,0.0,-21.21642440652892,-21.21642440652892
5070,0.6946426561709381,-0.10546625619022615,1.0,30526.74150532148,1.0238009614221193e+27,117.89060799280821,61.22280754343544,3.879068802946834e+26,1064.4440018121516,8446.060164075283,-2985.50605859766,1.0238009614221193e+27,0.062137152643878577,6.4616261744082015,0.0,0.0,-21.216424414125477,-21.216424414125477
5071,0.6946426556364768,-0.10546625617715435,1.0,30526.741501726825,1.0238009615701418e+27,117.89060799787582,61.22280754375032,3.879068804168291e+26,1064.4440005878282,8446.060163393593,-2985.5060567609517,1.0238009615701418e+27,0.06213715261552135,6.4616261770887755,0.0,0.0,-21.216424421178285,-21.216424421178285
5072,0.6946426551131063,-0.10546625616435382,1.0,30526.741498206764,1.0238009617150944e+27,117.89060800283826,61.222807544058675,3.879068805364418e+26,1064.4439993889114,8446.06016272605,-2985.506054962358,1.0238009617150944e+27,0.062137152587752584,6.4616261797137255,0.0,0.0,-21.21642442808474,-21.21642442808474
5073,0.6946426544085216,-0.10546625614712116,1.0,30526.7414934679,1.0238009619445262e+27,117.89060800951893,61.222807544473795,3.879068806974699e+26,1064.443997774944,8446.060161827629,-2985.5060525410336,1.0238009619445262e+27,0.062137152550369015,6.461626183247645,0.0,0.0,-21.216424437382518,-21.216424437382518
5074,0.6946426537690568,-0.1054662561314812,1.0,30526.741489167016,1.0238009621567536e+27,117.89060801558215,61.222807544850546,3.8790688084361425e+26,1064.4439963101522,8446.060161012272,-2985.506050343498,1.0238009621567536e+27,0.062137152516440565,6.4616261864549625,0.0,0.0,-21.21642444582096,-21.21642444582096
5075,0.6946426531147122,-0.1054662561154773,1.0,30526.741484766055,1.0238009623698251e+27,117.89060802178645,61.222807545236066,3.879068809931598e+26,1064.4439948112679,8446.060160177913,-2985.506048094825,1.0238009623698251e+27,0.06213715248172262,6.461626189736901,0.0,0.0,-21.216424454455762,-21.216424454455762
5076,0.6946426525200664,-0.10546625610093352,1.0,30526.741480766614,1.0238009625634589e+27,117.8906080274247,61.22280754558641,3.879068811290619e+26,1064.4439934491336,8446.060159419676,-2985.5060460513087,1.0238009625634589e+27,0.062137152450172164,6.461626192719411,0.0,0.0,-21.21642446230277,-21.21642446230277
5077,0.6946426519732777,-0.10546625608756022,1.0,30526.74147708905,1.023800962956015e+27,117.8906080326092,61.22280754590856,3.879068812540245e+26,1064.4439921970488,8446.060158724069,-2985.5060441723977,1.023800962956015e+27,0.06213715242116088,6.461626195462508,0.0,0.0,-21.21642446951825,-21.21642446951825
5078,0.6946426514641125,-0.10546625607510711,1.0,30526.74147366453,1.023800963097032e+27,117.89060803743695,61.22280754620854,3.8790688137039034e+26,1064.443991030673,8446.060158074644,-2985.5060424226212,1.023800963097032e+27,0.06213715239414581,6.461626198016211,0.0,0.0,-21.216424476237247,-21.216424476237247
5079,0.6946426509643236,-0.10546625606288333,1.0,30526.741470303074,1.023800963235452e+27,117.8906080421758,61.222807546503,3.879068814846119e+26,1064.443989885776,8446.060157437178,-2985.5060407050673,1.023800963235452e+27,0.06213715236762822,6.461626200522884,0.0,0.0,-21.216424482832515,-21.216424482832515
5080,0.6946426502889469,-0.10546625604636505,1.0,30526.741465760657,1.0238009634553761e+27,117.89060804857952,61.22280754690091,3.879068816389643e+26,1064.4439883387142,8446.060156576,-2985.506038384117,1.0238009634553761e+27,0.06213715233179437,6.4616262039103125,0.0,0.0,-21.216424491744856,-21.216424491744856
5081,0.6946426496751394,-0.10546625603135261,1.0,30526.74146163234,1.0238009636590851e+27,117.89060805439946,61.22280754726255,3.8790688177924614e+26,1064.4439869326945,8446.06015579336,-2985.5060362747536,1.0238009636590851e+27,0.062137152299227234,6.46162620698894,0.0,0.0,-21.216424499844724,-21.216424499844724
